,huc,hlc,wc,hlf,huf,wf,hau,wa,l1,l2,l3,uk,ctip,croot,b,theta,jmx,jmz,pm,tcm,chtip,chroot,bh,thetah,jhx,jhz,ph,tch,cvtip,cvroot,bv,thetav,jvx,jvz,pv,tcv,rein,reout,tein,le,tcx,tcy,tcz,thetae,rfin,rfout,tfin,nfan,lfan,tfz,tfx,thetaf,core_engine_settings,dist_fan_settings
a320,1.8,1.8,1.2,2.1,2,2,1.5,0.3,7,25,4,0.5,1,5,40,25,0.4,0.4,0.4,0.11,0.6,3,15,20,0.9,0.5,0.4,0.1,0.6,3,10,45,0.95,0.5,0.4,0.1,0.8,0.4,0.1,4,0.2,0.2,0.4,90,0.6,0.4,0.1,6,2,0.1,0.7,45,lower_mainwing,upper_cabin
